49:31.4,Tallinn,Зеница,None,0,3.6,0,550,4,0,0.31,0,0.009,-0.041,1.255,1.29,28.97,5.68,72.4,Normal
49:32.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0,0,0.022,-0.027,-0.006,1.29,28.97,5.68,72.4,Normal
49:33.4,Tallinn,Зеница,None,0,-1.2,0,544.7,-1,0,0,-1,-0.031,0.054,0.228,1.29,28.97,5.68,72.4,Normal
49:34.4,Tallinn,Зеница,None,0,-3.7,0,842.8,-1,0,0,-1,-0.091,-0.004,-0.145,1.29,28.97,5.68,72.4,Normal
49:35.4,Tallinn,Зеница,None,0,-4.1,0,928.6,-1,0,0,-1,-0.04,0.017,-0.333,1.29,28.97,5.68,72.4,Normal
49:36.4,Tallinn,Зеница,None,0,-3.4,0,773.9,-1,0,0,-1,0.036,-0.017,-0.438,1.29,28.97,5.68,72.4,Normal
49:37.4,Tallinn,Зеница,None,0,-2.4,0,590.1,-1,0.93,0,1,0.054,-0.018,0.134,1.29,28.97,5.68,72.4,Normal
49:38.4,Tallinn,Зеница,None,0,-3,0,688.7,-1,0,0,1,0.133,-0.012,-0.397,1.29,28.97,5.68,72.4,Normal
49:39.4,Tallinn,Зеница,None,0,-2.4,0,549.4,-1,0,0,1,0.067,0.011,-0.044,1.29,28.97,5.68,72.4,Normal
49:40.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,1,0.065,0,-0.002,1.29,28.97,5.68,72.4,Normal
49:41.4,Tallinn,Зеница,None,0,-3.7,0,848.3,-1,0,0,1,0.148,0.034,0.455,1.29,28.97,5.68,72.4,Normal
49:42.4,Tallinn,Зеница,None,0,-3.1,0,734.7,-1,0.14,0,1,0.025,-0.031,-0.182,1.29,28.97,5.68,72.4,Normal
49:43.4,Tallinn,Зеница,None,0,-4.3,0,1024.3,-1,0.61,0,1,0.078,0.012,-0.018,1.29,28.97,5.68,72.4,Normal
49:44.4,Tallinn,Зеница,None,0,-4.9,0,1127.8,-1,0,0,1,0.247,0.009,0.2,1.29,28.97,5.68,72.4,Normal
49:45.4,Tallinn,Зеница,None,0,-3.6,0,793,-1,0,0,-1,-0.281,0.003,-0.382,1.29,28.97,5.68,72.4,Normal
49:46.4,Tallinn,Зеница,None,0,-2.3,0,546.4,-1,0.03,0,0,-0.065,-0.022,-0.105,1.29,28.97,5.68,72.4,Normal
49:47.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,-1,-0.029,0,-0.001,1.29,28.97,5.68,72.4,Normal
49:48.4,Tallinn,Зеница,None,0,-2.4,0,549.9,-1,0,0,0,0.022,-0.001,0.012,1.29,28.97,5.68,72.4,Normal
49:49.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,-1,-0.028,-0.001,0,1.29,28.97,5.68,72.4,Normal
49:50.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,-1,-0.033,0,-0.005,1.29,28.97,5.68,72.4,Normal
49:51.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,-1,-0.017,0,0.002,1.29,28.97,5.68,72.4,Normal
49:52.4,Tallinn,Зеница,None,0,-2.4,0,549.8,-1,0,0,1,0.001,0,0.006,1.29,28.97,5.68,72.4,Normal
49:53.4,Tallinn,Зеница,None,0,-2.4,0,549.7,-1,0,0,1,0.004,0,-0.001,1.29,28.97,5.68,72.4,Normal
49:54.4,Tallinn,Зеница,None,0,-2.4,0,549.9,-1,0,0,0,-0.009,0.001,0,1.29,28.97,5.68,72.4,Normal
49:55.4,Tallinn,Зеница,None,0,-2.4,0,550,-1,0,0,-1,-0.078,-0.003,-0.005,1.29,28.97,5.68,72.4,Normal
49:56.4,Tallinn,Зеница,None,0,-2.4,0,550,-1,0,0,-1,-0.073,0,-0.002,1.29,28.97,5.68,72.4,Normal
49:57.4,Tallinn,Зеница,None,0,-2.4,0,550.1,-1,0,0,0,-0.004,0,0.005,1.29,28.97,5.68,72.4,Normal
49:58.4,Tallinn,Зеница,None,0,-2.4,0,549.9,-1,0,0,0,0.006,0,-0.007,1.29,28.97,5.68,72.4,Normal
49:59.4,Tallinn,Зеница,None,0,-2.2,0,532,-1,0,0.35,0,0.001,0.012,0.006,1.29,28.97,5.68,72.4,Normal
50:00.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0,0,0.008,0.059,-0.014,1.29,28.97,5.68,72.4,Normal
50:01.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0,0,0,-0.001,0.001,1.29,28.97,5.68,72.4,Normal
50:02.4,Tallinn,Зеница,None,0,-0.6,0,544.2,-1,0,0,0,-0.002,0.012,-0.059,1.29,28.97,5.68,72.4,Normal
50:03.4,Tallinn,Зеница,None,0,-1.5,0,547.1,-1,0,0,0,0.012,0,0.264,1.29,28.97,5.68,72.4,Normal
50:04.4,Tallinn,Зеница,None,0,-1.1,0,549.8,-1,0,0.62,0,-0.106,0.228,-0.096,1.29,28.97,5.71,72.4,Normal
50:05.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0.69,0,-0.004,0.011,-0.008,1.29,28.97,5.71,72.4,Normal
50:06.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0,0,0.001,0.003,0,1.29,28.97,5.71,72.4,Normal
50:07.4,Tallinn,Зеница,None,0,0,0,550,-1,0,0,0,0,0.001,0,1.29,28.97,5.71,72.4,Normal
50:08.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0,-0.006,-0.001,1.29,28.97,5.71,72.4,Normal
50:09.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,-1,0.002,-0.002,0.001,1.29,28.97,5.71,72.4,Normal
50:10.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,1,0.003,-0.001,-0.001,1.29,28.97,5.71,72.4,Normal
50:11.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0,-0.001,0,1.29,28.97,5.71,72.4,Normal
50:12.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0.001,-0.002,0,1.29,28.97,5.71,72.4,Normal
50:13.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0.002,0.005,0.003,1.29,28.97,5.71,72.4,Normal
50:14.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,-0.002,-0.001,0.002,1.29,28.97,5.71,72.4,Normal
50:15.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0.003,0.006,0.002,1.29,28.97,5.71,72.4,Normal
50:16.4,Tallinn,Зеница,None,0,0,0,550,0,0,0,0,0.002,0.001,-0.001,1.29,28.97,5.71,72.4,Normal
50:17.4,Tallinn,Зеница,None,0,0,0,550,1,0,0,0,0,-0.003,0,1.29,28.97,5.71,72.4,Normal
50:18.4,Tallinn,Зеница,None,0,0,0,550,1,0,0,0,0.003,0,0.002,1.29,28.97,5.71,72.4,Normal
50:19.4,Tallinn,Зеница,None,0,0,0,550,1,0,0,0,-0.002,-0.002,-0.001,1.29,28.97,5.71,72.4,Normal
50:20.4,Tallinn,Зеница,None,0,0,0,550,1,0,0,0,0,0,0,1.29,28.97,5.71,72.4,Normal
50:21.4,Tallinn,Зеница,None,0,0,0,550,1,0,0,0,0,0,0,1.29,28.97,5.71,72.4,Normal
50:31.4,Tallinn,Зеница,None,0,0,0,731.5,1,0.14,0,0,-0.001,-0.001,-0.009,1.29,28.97,5.71,72.4,Normal
50:32.4,Tallinn,Зеница,None,0,2.8,0,721.2,1,0.22,0,-1,-0.015,-0.014,-1.352,1.29,28.97,5.71,72.4,Normal
50:33.4,Tallinn,Зеница,None,0,5.5,0,884.5,1,0.19,0,-1,0.091,0.049,-0.027,1.29,28.97,5.71,72.4,Normal
50:34.4,Tallinn,Зеница,None,0,6.1,0,1012.3,2,0.19,0,-1,0.193,-0.017,-0.517,1.29,28.97,5.71,72.4,Normal
50:35.4,Tallinn,Зеница,None,0,8.1,0,1338.2,2,0.22,0,-1,0.251,0.003,-0.534,1.29,28.97,5.71,72.4,Normal
50:36.4,Tallinn,Зеница,None,0,9.1,0,1485.7,2,0.19,0,-1,0.119,0.018,-0.206,1.29,28.97,5.71,72.4,Normal
50:37.4,Tallinn,Зеница,None,0,8.7,0,848,4,0.31,0,-1,-0.125,-0.005,0.218,1.29,28.97,5.71,72.4,Normal
50:38.4,Tallinn,Зеница,None,0,11.2,0,1147,4,0.48,0,-1,0.236,-0.048,-1.458,1.29,28.97,5.71,72.4,Normal
50:39.4,Tallinn,Зеница,None,0,16,0,1507.1,4,0.46,0,-1,-0.093,-0.02,-0.6,1.29,28.97,5.71,72.4,Normal
50:40.4,Tallinn,Зеница,None,0,15.9,0,977.3,6,0.47,0,0,-0.17,0.011,0.082,1.29,28.97,5.71,72.4,Normal
50:41.4,Tallinn,Зеница,None,0,18.4,0,1147.2,6,0.44,0,1,-0.158,0.001,-0.951,1.29,28.97,5.71,72.4,Normal
50:42.4,Tallinn,Зеница,None,0,21.6,0,1327.9,6,0,0,1,-0.223,0.001,-0.686,1.29,28.97,5.71,72.4,Normal
50:43.4,Tallinn,Зеница,None,0,21.1,0,1285.8,6,0,0,0,-0.059,0.019,0.332,1.29,28.97,5.71,72.4,Normal
50:44.4,Tallinn,Зеница,None,0,20,0,1217.4,6,0,0,0,-0.012,0.012,0.301,1.29,28.97,5.71,72.4,Normal
50:45.4,Tallinn,Зеница,None,0,18.9,0,1153.2,6,0,0,0,-0.015,-0.001,0.282,1.29,28.97,5.71,72.4,Normal
50:46.4,Tallinn,Зеница,None,0,17.9,0,1091.3,6,0,0,0,-0.003,-0.005,0.279,1.29,28.97,5.71,72.4,Normal
50:47.4,Tallinn,Зеница,None,0,16.9,0,1031.3,6,0,0,1,-0.121,0.002,0.275,1.29,28.97,5.71,72.4,Normal
50:48.4,Tallinn,Зеница,None,0,15.7,0,953.8,6,0,0.02,1,0.024,0.002,0.381,1.29,28.97,5.71,72.4,Normal
50:49.4,Tallinn,Зеница,None,0,14.4,0,878,6,0,0,1,-0.013,-0.002,0.289,1.29,28.97,5.71,72.4,Normal
50:50.4,Tallinn,Зеница,None,0,13.5,0,875.2,6,0,0,1,-0.038,0.001,0.26,1.29,28.97,5.71,72.4,Normal
50:51.4,Tallinn,Зеница,None,0,12.6,0,1223,4,0,0,1,-0.012,-0.047,0.724,1.29,28.97,5.71,72.4,Normal
50:52.4,Tallinn,Зеница,None,0,10.2,0,991.6,4,0,0,0,-0.873,-2.982,0.721,1.29,28.97,5.71,72.4,Normal
50:53.4,Tallinn,Зеница,None,0,9.1,50,884.1,4,0.04,0,-1,0.048,-0.013,0.249,1.29,28.97,5.71,72.4,Normal
50:54.4,Tallinn,Зеница,None,0,7.7,50,812,4,0.13,0,-1,-0.032,-0.883,-0.419,1.29,28.97,5.71,72.4,Normal
50:55.4,Tallinn,Зеница,None,0,7.6,50,1550.2,1,0.33,0,-1,0.044,-0.009,0.232,1.29,28.97,5.71,72.4,Normal
50:56.4,Tallinn,Зеница,None,0,7.1,50,897.1,3,0.43,0,-1,-0.001,0.018,-0.012,1.29,28.97,5.71,72.4,Normal
50:57.5,Tallinn,Зеница,None,0,11.5,50,1486.8,3,0.49,0,-1,0.047,0.078,-1.405,1.29,28.97,5.71,72.4,Normal
50:58.4,Tallinn,Зеница,None,0,13,50,1020.5,5,0.49,0,-1,0.017,0.019,0.022,1.29,28.97,5.71,72.4,Normal
50:59.4,Tallinn,Зеница,None,0,15.4,50,1233.5,5,0.49,0,-1,0.006,-0.052,-1.32,1.29,28.97,5.71,72.4,Normal
51:00.4,Tallinn,Зеница,None,0,19.3,50,1323.5,5,0.49,0,0,-0.008,0.09,-0.348,1.29,28.97,5.71,72.3,Normal
51:01.4,Tallinn,Зеница,None,0,19.7,50,938,7,0.52,0,0,-0.002,-0.005,-0.35,1.29,28.97,5.71,72.3,Normal
51:02.4,Tallinn,Зеница,None,0,22.8,50,1088.3,7,0.35,0,0,0.012,-0.006,-1.002,1.29,28.97,5.71,72.3,Normal
51:03.5,Tallinn,Зеница,None,0,23.5,50,1109.2,7,0,0.04,0,0.012,-0.006,0.174,1.29,28.97,5.71,72.3,Normal
51:04.5,Tallinn,Зеница,None,0,20.1,50,946.5,7,0,0.12,1,-0.089,-0.001,1.284,1.29,28.97,5.71,72.3,Normal
51:05.4,Tallinn,Зеница,None,0,16.1,50,1184.4,7,0,0,1,-0.205,-0.018,0.532,1.29,28.97,5.71,72.3,Normal
51:06.4,Tallinn,Зеница,None,0,15.9,50,1263.1,5,0.35,0,1,-0.206,-0.023,-0.347,1.29,28.97,5.71,72.3,Normal
51:07.5,Tallinn,Зеница,None,0,18.5,50,1419.2,5,0.39,0,1,-0.134,-0.039,-0.515,1.29,28.97,5.71,72.3,Normal
51:08.5,Tallinn,Зеница,None,0,18.6,50,883,7,0.39,0,0,0.199,0.012,0.051,1.29,28.97,5.71,72.3,Normal
51:09.4,Tallinn,Зеница,None,0,20.2,0,969.3,7,0.43,0,1,0.078,-0.014,-0.672,1.29,28.97,5.71,72.3,Normal
51:10.5,Tallinn,Зеница,None,0,22.9,50,1097.6,7,0.42,0,1,0.014,-0.014,-0.763,1.29,28.97,5.71,72.3,Normal
51:11.5,Tallinn,Зеница,None,0,25.6,50,1225.3,7,0.4,0,-1,0.154,-0.003,-0.741,1.29,28.97,5.71,72.3,Normal
51:12.4,Tallinn,Зеница,None,0,28.1,50,1339.3,7,0.38,0,-1,0.153,-0.003,-0.656,1.29,28.97,5.71,72.3,Normal
51:13.4,Tallinn,Зеница,None,0,30.2,50,1383.6,7,0.4,0,-1,0.19,-0.003,-0.347,1.29,28.97,5.71,72.3,Normal
51:14.5,Tallinn,Зеница,None,0,30.2,50,1108,8,0,0,0,0.015,-0.005,0.076,1.29,28.97,5.71,72.3,Normal
51:41.5,Tallinn,Зеница,None,0,29.4,50,1077,8,0.24,0,0,0.022,0.007,0.198,1.29,28.97,5.71,72.3,Normal
51:42.5,Tallinn,Зеница,None,0,30,50,1100.7,8,0.08,0,1,0.006,-0.017,-0.276,1.29,28.97,5.71,72.3,Normal
51:43.5,Tallinn,Зеница,None,0,29.7,50,1088.7,8,0,0,1,0.009,0.001,0.182,1.29,28.97,5.71,72.3,Normal
51:44.4,Tallinn,Зеница,None,0,29,50,1062.9,8,0,0,1,-0.003,0.021,0.2,1.29,28.97,5.71,72.3,Normal
51:45.4,Tallinn,Зеница,None,0,28.2,50,1032.8,8,0,0,1,-0.042,-0.008,0.28,1.29,28.97,5.71,72.3,Normal
51:46.4,Tallinn,Зеница,None,0,26.4,50,964.3,8,0,0.18,1,0.015,0.014,1.064,1.29,28.97,5.71,72.3,Normal
51:47.5,Tallinn,Зеница,None,0,20.3,50,1172,8,0,0.21,1,0.013,-0.006,1.853,1.29,28.97,5.71,72.3,Normal
51:48.5,Tallinn,Зеница,None,0,13.5,50,818.2,6,0,0,1,0.011,0.011,1.772,1.29,28.97,5.71,72.3,Normal
51:49.4,Tallinn,Зеница,None,0,11.6,50,1131.2,4,0,0,1,-0.099,0.001,0.176,1.29,28.97,5.71,72.3,Normal
51:50.5,Tallinn,Зеница,None,0,10.7,50,1038.4,4,0,0,1,-0.029,0.004,0.312,1.29,28.97,5.71,72.3,Normal
51:51.4,Tallinn,Зеница,None,0,9.5,50,918.9,4,0,0,1,-0.014,0,0.353,1.29,28.97,5.71,72.3,Normal
51:52.4,Tallinn,Зеница,None,0,8.3,50,799.5,4,0,0,1,-0.005,-0.002,0.349,1.29,28.97,5.71,72.3,Normal
51:53.4,Tallinn,Зеница,None,0,10.2,50,1033.9,4,0.69,0,1,-0.171,-0.027,-1.414,1.29,28.97,5.71,72.3,Normal
51:54.5,Tallinn,Зеница,None,0,13.9,50,1346.3,4,0,0,1,-0.06,0.081,0.129,1.29,28.97,5.71,72.3,Normal
51:55.5,Tallinn,Зеница,None,0,12.5,50,1204.6,4,0.06,0,1,-0.114,-0.009,0.449,1.29,28.97,5.71,72.3,Normal
51:56.5,Tallinn,Зеница,None,0,14.6,50,1503.3,4,0.68,0,1,-0.32,-0.091,-1.633,1.29,28.97,5.71,72.3,Normal
51:57.5,Tallinn,Зеница,None,0,20,50,1882.2,4,0.6,0,-1,0.42,0.022,-0.6,1.29,28.97,5.71,72.3,Normal
51:58.5,Tallinn,Зеница,None,0,19.8,50,942.7,7,0.47,0,-1,0.557,0.019,0.147,1.29,28.97,5.71,72.3,Normal
51:59.5,Tallinn,Зеница,None,0,21.8,50,1043.5,7,0.48,0,-1,0.205,-0.009,-0.827,1.29,28.97,5.71,72.3,Normal
52:00.5,Tallinn,Зеница,None,0,25.3,50,1210,7,0.55,0,1,-0.064,0.006,-1.043,1.29,28.97,5.71,72.3,Normal
52:01.5,Tallinn,Зеница,None,0,29.1,50,1388.6,7,0.53,0,-1,0.025,0.008,-1.06,1.29,28.97,5.71,72.3,Normal
52:02.5,Tallinn,Зеница,None,0,30.8,50,1128.7,8,0.56,0,1,-0.08,0.008,-0.042,1.29,28.97,5.71,72.3,Normal
52:03.5,Tallinn,Зеница,None,0,31.4,50,1155.2,8,0,0,0,-0.001,-0.05,-0.416,1.29,28.97,5.71,72.3,Normal
52:04.5,Tallinn,Зеница,None,0,31.3,50,1147,8,0,0,0,0.01,-0.004,0.182,1.29,28.97,5.71,72.3,Normal
52:05.5,Tallinn,Зеница,None,0,30.6,50,1120.5,8,0,0,-1,-0.002,0.025,0.201,1.29,28.97,5.71,72.3,Normal
52:06.5,Tallinn,Зеница,None,0,29.8,50,1091.2,8,0,0,0,-0.015,-0.008,0.247,1.29,28.97,5.71,72.3,Normal
52:07.5,Tallinn,Зеница,None,0,28.7,0,1052.9,8,0,0,0,-0.021,-0.023,0.319,1.29,28.97,5.71,72.3,Normal
52:08.5,Tallinn,Зеница,None,0,27.4,0,1002.3,8,0,0.08,0,0.001,0.001,0.547,1.29,28.97,5.71,72.3,Normal
52:09.5,Tallinn,Зеница,None,0,22.6,0,882,8,0,0.22,0,0.008,0.014,1.898,1.29,28.97,5.71,72.3,Normal
52:10.5,Tallinn,Зеница,None,0,19,50,1156.2,6,0,0,1,-0.127,-0.011,0.372,1.29,28.97,5.71,72.3,Normal
52:11.5,Tallinn,Зеница,None,0,17.7,50,1074.8,6,0,0,1,-0.246,-0.005,0.365,1.29,28.97,5.71,72.3,Normal
52:12.5,Tallinn,Зеница,None,0,16.3,50,988.8,6,0,0,1,-0.233,-0.001,0.391,1.29,28.97,5.71,72.3,Normal
52:13.5,Tallinn,Зеница,None,0,14.9,50,899.6,6,0,0,1,-0.143,-0.008,0.416,1.29,28.97,5.71,72.3,Normal
52:14.5,Tallinn,Зеница,None,0,13.4,50,941.3,6,0.26,0,1,0.03,0,0.329,1.29,28.97,5.71,72.3,Normal
52:15.5,Tallinn,Зеница,None,0,12.9,50,1283.9,4,0.66,0,1,0.05,0.045,-0.209,1.29,28.97,5.71,72.3,Normal
52:16.5,Tallinn,Зеница,None,0,18,50,1665.1,4,0.7,0,-1,0.328,0,-0.757,1.29,28.97,5.71,72.3,Normal
52:17.5,Tallinn,Зеница,None,0,18,50,826.5,7,0.7,0,-1,0.278,0,0.157,1.29,28.97,5.71,72.3,Normal
52:18.5,Tallinn,Зеница,None,0,17.4,50,1379.3,5,0.73,0,0,0.034,-0.008,0.074,1.29,28.97,5.71,72.3,Normal
52:19.5,Tallinn,Зеница,None,0,19.5,50,1244.1,5,0.73,0,0,0.027,0.077,-0.128,1.29,28.98,5.71,72.3,Normal
52:20.5,Tallinn,Зеница,None,0,20.5,50,980.3,7,0.73,0,0,0.009,-0.085,-0.861,1.29,28.98,5.71,72.3,Normal
52:21.5,Tallinn,Зеница,None,0,25.1,50,1200.6,7,0.73,0,-1,0.026,-0.004,-1.397,1.29,28.98,5.71,72.3,Normal
52:22.5,Tallinn,Зеница,None,0,28.9,50,1367.5,7,0,0,-1,0.031,0.105,-0.186,1.29,28.98,5.71,72.3,Normal
52:23.5,Tallinn,Зеница,None,0,28,50,1323.6,7,0,0,-1,0.021,0.005,0.354,1.29,28.98,5.71,72.3,Normal
52:24.5,Tallinn,Зеница,None,0,27,50,1275.6,7,0,0,-1,0.033,0.011,0.254,1.29,28.98,5.71,72.3,Normal
52:25.5,Tallinn,Зеница,None,0,26.1,50,1231.9,7,0,0,-1,0.429,-0.012,0.272,1.29,28.98,5.71,72.3,Normal
52:26.5,Tallinn,Зеница,None,0,25.1,50,1184.7,7,0.18,0,-1,0.262,-0.003,0.276,1.29,28.98,5.71,72.3,Normal
52:27.5,Tallinn,Зеница,None,0,25.8,50,1232.4,7,0.4,0,-1,-0.049,-0.05,-0.496,1.29,28.98,5.71,72.3,Normal
52:28.5,Tallinn,Зеница,None,0,28,50,1344.9,7,0.46,0,-1,0.012,-0.001,-0.705,1.29,28.98,5.71,72.3,Normal
52:29.5,Tallinn,Зеница,None,0,30.1,50,1308.9,7,0.52,0,1,-0.414,0.057,-0.147,1.29,28.98,5.71,72.3,Normal
52:30.5,Tallinn,Зеница,None,0,29.8,50,1096.4,8,0.43,0,1,-0.261,0.002,-0.009,1.29,28.98,5.71,72.3,Normal
52:31.5,Tallinn,Зеница,None,0,31.5,50,1161.4,8,0.53,0,1,-0.179,-0.012,-0.661,1.29,28.98,5.71,72.3,Normal
52:32.5,Tallinn,Зеница,None,0,34.3,50,1267,8,0.53,0,0,0.039,-0.008,-0.835,1.29,28.98,5.71,72.3,Normal
52:33.5,Tallinn,Зеница,None,0,37,50,1363.3,8,0.44,0,0,0.023,0.033,-0.669,1.29,28.98,5.71,72.3,Normal
52:34.5,Tallinn,Зеница,None,0,38.7,50,1239.8,8,0.48,0,-1,0.046,0.067,-0.125,1.29,28.98,5.71,72.3,Normal
52:35.5,Tallinn,Зеница,None,0,38.8,50,1114.5,9,0.5,0,0,0.021,-0.016,-0.227,1.29,28.98,5.71,72.3,Normal
52:36.5,Tallinn,Зеница,None,0,40.6,50,1166.1,9,0.5,0,0,-0.009,0.002,-0.552,1.29,28.98,5.71,72.3,Normal
52:37.5,Tallinn,Зеница,None,0,42.7,50,1228.4,9,0.52,0,0,0.025,0.019,-0.601,1.29,28.98,5.71,72.3,Normal
52:38.5,Tallinn,Зеница,None,0,44.9,50,1289.8,9,0.52,0,1,-0.014,0.003,-0.596,1.29,28.98,5.71,72.3,Normal
52:39.5,Tallinn,Зеница,None,0,46.7,50,1335.8,9,0,0,-1,0.019,0.042,-0.201,1.29,28.98,5.71,72.3,Normal
52:40.5,Tallinn,Зеница,None,0,46.3,50,1323.8,9,0,0,0,0.005,-0.041,0.176,1.29,28.98,5.71,72.3,Normal
52:41.5,Tallinn,Зеница,None,0,45.6,50,1304,9,0,0,0,0.027,-0.018,0.197,1.29,28.98,5.71,72.3,Normal
52:42.5,Tallinn,Зеница,None,0,44.9,50,1284.1,9,0,0,0,0.01,0.046,0.186,1.29,28.98,5.71,72.3,Normal
52:43.5,Tallinn,Зеница,None,0,44.2,50,1265.1,9,0,0,0,0.028,-0.008,0.193,1.29,28.98,5.71,72.3,Normal
52:44.5,Tallinn,Зеница,None,0,43.5,50,1245.6,9,0,0,0,-0.003,0.017,0.192,1.29,28.98,5.71,72.3,Normal
52:45.5,Tallinn,Зеница,None,0,42.9,50,1225.8,9,0,0,0,-0.005,-0.023,0.203,1.29,28.98,5.71,72.3,Normal
52:46.5,Tallinn,Зеница,None,0,42.2,50,1205.9,9,0,0,0,-0.002,0.035,0.18,1.29,28.98,5.71,72.3,Normal
52:47.5,Tallinn,Зеница,None,0,41.7,50,1196.1,9,0.2,0,1,-0.047,-0.048,-0.016,1.29,28.98,5.71,72.3,Normal
52:48.5,Tallinn,Зеница,None,0,42.1,50,1206.3,9,0.17,0,0,0.017,0.021,-0.123,1.29,28.98,5.71,72.3,Normal
52:49.5,Tallinn,Зеница,None,0,42.5,50,1217.6,9,0.22,0,-1,0.021,-0.018,-0.116,1.29,28.98,5.71,72.3,Normal
52:50.5,Tallinn,Зеница,None,0,43.1,50,1235.2,9,0.21,0,1,-0.043,0.022,-0.176,1.29,28.98,5.71,72.3,Normal
52:51.5,Tallinn,Зеница,None,0,43.7,50,1253.5,9,0.25,0,1,-0.039,-0.002,-0.198,1.29,28.98,5.71,72.3,Normal
52:52.5,Tallinn,Зеница,None,0,44.5,50,1275.2,9,0.27,0,1,-0.033,0.004,-0.222,1.29,28.98,5.71,72.3,Normal
52:53.5,Tallinn,Зеница,None,0,45,50,1290.5,9,0.2,0,1,-0.015,0,-0.131,1.29,28.98,5.71,72.3,Normal
52:54.5,Tallinn,Зеница,None,0,45.4,50,1298.6,9,0,0,1,-0.005,0.027,-0.069,1.29,28.98,5.71,72.3,Normal
52:55.5,Tallinn,Зеница,None,0,44.8,50,1279.9,9,0,0,1,-0.002,0.067,0.299,1.29,28.98,5.71,72.3,Normal
52:56.5,Tallinn,Зеница,None,0,43.4,50,1241.3,9,0,0,1,0.025,-0.014,0.41,1.29,28.98,5.71,72.3,Normal
